0.62;0.82
0.6;0.82
0.6;0.84
0.6;0.82
0.6;0.8
0.6;0.8
0.6;0.82
0.6;0.8
0.58;0.82
0.6;0.8
0.58;0.82
0.62;0.8
0.6;0.8
0.58;0.78
0.6;0.82
0.6;0.82
0.6;0.78
0.6;0.78
0.6;0.78
0.58;0.8
0.58;0.78
0.6;0.8
0.6;0.8
0.58;0.8
0.62;0.8
0.58;0.78
0.58;0.78
0.58;0.8
0.58;0.78
0.58;0.78
0.6;0.78
0.58;0.78
0.58;0.78
0.58;0.76
0.58;0.78
0.6;0.78
0.58;0.76
0.58;0.76
0.6;0.76
0.58;0.78
0.58;0.74
0.6;0.78
0.6;0.74
0.58;0.74
0.58;0.74
0.58;0.78
0.58;0.76
0.58;0.76
0.58;0.74
0.58;0.76
0.6;0.74
0.6;0.76
0.58;0.76
0.6;0.74
0.58;0.76
0.6;0.74
0.58;0.72
0.6;0.74
0.6;0.74
0.6;0.76
0.58;0.72
0.58;0.74
0.58;0.74
0.58;0.7
0.58;0.74
0.58;0.74
0.6;0.74
0.6;0.72
0.6;0.72
0.58;0.74
0.58;0.74
0.6;0.7
0.58;0.72
0.6;0.7
0.58;0.72
0.58;0.72
0.58;0.7
0.58;0.7
0.6;0.7
0.6;0.7
0.6;0.7
0.6;0.7
0.6;0.7
0.6;0.72
0.58;0.7
0.58;0.7
0.6;0.72
0.6;0.68
0.6;0.68
0.58;0.68
0.58;0.68
0.6;0.66
0.6;0.66
0.6;0.68
0.6;0.68
0.58;0.68
0.58;0.68
0.6;0.68
0.58;0.68
0.58;0.66
0.6;0.68
0.58;0.68
0.58;0.68
0.6;0.66
0.58;0.66
0.6;0.68
0.6;0.66
0.58;0.66
0.6;0.66
0.58;0.64
0.6;0.66
0.6;0.66
0.58;0.68
0.58;0.64
0.58;0.64
0.6;0.64
0.6;0.66
0.58;0.64
0.6;0.64
0.58;0.64
0.58;0.64
0.58;0.62
0.6;0.64
0.6;0.64
0.58;0.64
0.58;0.66
0.58;0.62
0.58;0.64
0.6;0.62
0.58;0.6
0.58;0.62
0.6;0.62
0.6;0.64
0.56;0.62
0.58;0.62
0.58;0.62
0.58;0.62
0.58;0.62
0.6;0.62
0.58;0.62
0.58;0.6
0.58;0.62
0.56;0.62
0.58;0.6
0.58;0.62
0.58;0.58
0.6;0.62
0.58;0.6
0.58;0.58
0.58;0.58
0.58;0.6
0.58;0.58
0.58;0.62
0.6;0.58
0.6;0.58
0.58;0.6
0.58;0.58
0.58;0.6
0.6;0.58
0.6;0.58
0.58;0.6
0.58;0.62
0.58;0.56
0.58;0.58
0.58;0.56
0.6;0.56
0.6;0.58
0.6;0.54
0.6;0.54
0.58;0.56
0.58;0.56
0.58;0.56
0.58;0.56
0.58;0.56
0.6;0.54
0.56;0.56
0.58;0.56
0.6;0.54
0.56;0.56
0.58;0.56
0.6;0.52
0.56;0.54
0.58;0.54
0.6;0.54
0.6;0.54
0.6;0.52
0.58;0.54
0.58;0.52
0.58;0.54
0.58;0.54
0.56;0.54
0.58;0.52
0.58;0.52
0.58;0.54
0.6;0.5
0.58;0.52
0.58;0.5
0.58;0.5
0.58;0.52
0.56;0.5
0.58;0.5
0.58;0.48
0.58;0.52
0.6;0.5
0.6;0.52
0.6;0.5
0.58;0.5
0.58;0.5
0.58;0.5
0.6;0.48
0.6;0.48
0.58;0.48
0.58;0.5
0.56;0.48
0.58;0.48
0.6;0.46
0.56;0.44
0.58;0.48
0.58;0.48
0.58;0.48
0.6;0.46
0.58;0.46
0.58;0.46
0.56;0.46
0.58;0.48
0.58;0.44
0.58;0.44
0.56;0.44
0.58;0.44
0.58;0.46
0.58;0.46
0.58;0.46
0.58;0.44
0.58;0.44
0.58;0.44
0.58;0.44
0.58;0.42
0.6;0.46
0.58;0.44
0.58;0.44
0.58;0.42
0.58;0.44
0.56;0.42
0.56;0.4
0.6;0.42
0.58;0.42
0.58;0.42
0.58;0.42
0.58;0.4
0.58;0.42
0.56;0.4
0.58;0.4
0.58;0.4
0.56;0.4
0.56;0.38
0.6;0.42
0.58;0.42
0.6;0.38
0.56;0.38
0.58;0.38
0.58;0.38
0.58;0.38
0.58;0.4
0.6;0.36
0.58;0.4
0.58;0.38
0.58;0.38
0.54;0.4
0.58;0.38
0.58;0.36
0.6;0.36
0.58;0.38
0.56;0.38
0.58;0.34
0.58;0.34
0.56;0.36
0.6;0.38
0.58;0.36
0.58;0.34
0.58;0.34
0.56;0.34
0.58;0.36
0.58;0.36
0.58;0.34
0.56;0.34
0.6;0.34
0.56;0.32
0.6;0.32
0.6;0.32
0.58;0.32
0.6;0.34
0.6;0.34
0.6;0.3
0.58;0.32
0.58;0.34
0.56;0.3
0.56;0.34
0.58;0.32
0.6;0.3
0.58;0.32
0.58;0.3
0.58;0.32
0.58;0.32
0.56;0.3
0.58;0.3
0.58;0.3
0.58;0.3
0.6;0.3
0.58;0.32
0.56;0.28
0.6;0.3
0.58;0.28
0.56;0.28
0.58;0.3
0.56;0.3
0.58;0.28
0.56;0.28
0.58;0.28
0.58;0.26
0.56;0.26
0.56;0.24
0.56;0.26
0.56;0.26
0.56;0.26
0.6;0.26
0.6;0.26
0.58;0.24
0.58;0.26
0.58;0.26
0.54;0.24
0.56;0.24
0.58;0.26
0.58;0.24
0.58;0.24
0.58;0.24
0.56;0.26
0.6;0.24
0.58;0.24
0.56;0.22
0.58;0.22
0.56;0.22
0.58;0.24
0.58;0.22
0.58;0.22
0.56;0.22
0.56;0.22
0.58;0.22
0.58;0.24
0.58;0.22
0.56;0.2
0.56;0.2
0.56;0.2
0.6;0.2
0.58;0.22
0.56;0.18
0.58;0.18
0.58;0.16
0.58;0.2
0.56;0.2
0.58;0.18
0.56;0.18
0.58;0.18
0.58;0.2
0.6;0.2
0.54;0.18
0.58;0.16
0.54;0.18
0.58;0.16
0.58;0.14
0.58;0.18
0.56;0.16
0.58;0.18
0.56;0.16
0.56;0.2
0.58;0.14
0.56;0.14
0.56;0.14
0.56;0.16
0.56;0.16
0.58;0.16
0.58;0.14
0.58;0.14
0.58;0.14
0.56;0.14
0.58;0.14
0.56;0.12
0.56;0.14
0.56;0.1
0.58;0.12
0.58;0.12
0.58;0.14
0.58;0.12
0.58;0.1
0.58;0.12
0.58;0.12
0.58;0.12
0.56;0.12
0.54;0.14
0.58;0.12
0.58;0.1
0.56;0.1
0.56;0.12
0.56;0.1
0.56;0.08
0.56;0.08
0.58;0.08
0.58;0.1
0.58;0.08
0.56;0.1
0.58;0.08
0.56;0.08
0.56;0.1
0.56;0.08
0.58;0.08
0.56;0.08
0.56;0.08
0.56;0.06
0.58;0.06
0.54;0.08
0.56;0.06
0.54;0.06
0.58;0.06
0.56;0.08
0.56;0.06
0.58;0.04
0.56;0.04
0.56;0.04
0.58;0.04
0.58;0.02
0.56;0.04
0.58;0.04
0.54;0.06
0.6;0.02
0.56;0.04
0.56;0.04
0.6;0.02
0.56;0.04
0.58;0
0.56;0.04
0.58;0.02
0.54;0.02
0.56;0
0.58;0.04
0.58;0.04
0.56;0.02
0.56;0
0.58;0
0.56;0
0.56;0.02
0.56;0
0.56;0
0.54;0
0.54;0
0.56;0
0.56;0
0.58;0
0.6;0
0.58;-0.02
0.56;-0.02
0.56;0
0.58;-0.02
0.58;-0.02
0.58;-0.02
0.56;-0.02
0.58;-0.02
0.56;-0.02
0.58;-0.02
0.56;-0.02
0.56;-0.02
0.56;-0.02
0.54;-0.02
0.54;-0.02
0.56;-0.04
0.56;-0.04
0.58;-0.04
0.56;-0.02
0.58;-0.06
0.58;-0.06
0.58;-0.06
0.56;-0.06
0.58;-0.04
0.56;-0.06
