0.55;0.24
0.57;0.26
0.57;0.26
0.55;0.26
0.57;0.26
0.55;0.26
0.55;0.26
0.59;0.24
0.55;0.24
0.57;0.26
0.55;0.22
0.55;0.24
0.55;0.22
0.55;0.22
0.55;0.22
0.55;0.22
0.57;0.22
0.55;0.24
0.55;0.22
0.55;0.2
0.57;0.2
0.57;0.2
0.57;0.22
0.57;0.2
0.55;0.2
0.57;0.2
0.55;0.2
0.55;0.18
0.55;0.18
0.57;0.2
0.59;0.18
0.57;0.18
0.57;0.2
0.55;0.18
0.57;0.18
0.55;0.14
0.55;0.16
0.55;0.18
0.57;0.16
0.55;0.14
0.55;0.14
0.57;0.16
0.55;0.16
0.57;0.16
0.57;0.16
0.57;0.16
0.55;0.14
0.57;0.14
0.57;0.12
0.59;0.16
0.55;0.16
0.55;0.14
0.55;0.12
0.57;0.12
0.57;0.12
0.55;0.12
0.55;0.1
0.55;0.12
0.55;0.1
0.55;0.12
0.57;0.1
0.57;0.12
0.55;0.1
0.57;0.1
0.55;0.1
0.55;0.12
0.57;0.1
0.55;0.12
0.55;0.1
0.55;0.08
0.57;0.08
0.57;0.06
0.57;0.08
0.57;0.08
0.55;0.08
0.57;0.06
0.57;0.08
0.57;0.06
0.57;0.08
0.55;0.06
0.59;0.06
0.53;0.06
0.55;0.04
0.57;0.06
0.55;0.04
0.57;0.06
0.55;0.04
0.55;0.06
0.55;0.04
0.57;0.06
0.57;0.04
0.55;0.04
0.57;0.02
0.59;0.02
0.55;0.04
0.57;0.02
0.57;0
0.57;0
0.57;0.02
0.55;0.02
0.55;0.02
0.57;0
0.57;0.02
0.57;0
0.57;0
0.57;0
0.57;0
0.57;0
0.57;0
0.57;0
0.57;0
0.55;0
0.55;-0.02
0.57;-0.02
0.55;-0.02
0.57;-0.02
0.55;0
0.57;-0.02
0.57;-0.02
0.55;-0.04
0.55;-0.04
0.55;-0.04
0.55;-0.04
0.55;-0.06
0.55;-0.06
0.55;-0.04
0.55;-0.04
0.57;-0.04
0.57;-0.04
0.57;-0.06
0.57;-0.06
0.55;-0.06
0.57;-0.06
0.57;-0.1
0.55;-0.08
0.57;-0.06
0.57;-0.08
0.55;-0.06
0.55;-0.1
0.57;-0.06
0.55;-0.08
0.57;-0.06
0.55;-0.1
0.57;-0.1
0.59;-0.08
0.57;-0.1
0.57;-0.1
0.57;-0.08
0.57;-0.12
0.55;-0.1
0.55;-0.1
0.55;-0.1
0.55;-0.08
0.57;-0.1
0.57;-0.1
0.55;-0.12
0.59;-0.12
0.57;-0.14
0.57;-0.12
0.57;-0.14
0.55;-0.14
0.55;-0.14
0.55;-0.14
0.55;-0.14
0.55;-0.14
0.57;-0.18
0.57;-0.16
0.55;-0.16
0.55;-0.16
0.57;-0.14
0.55;-0.14
0.57;-0.16
0.57;-0.14
0.57;-0.16
0.57;-0.16
0.57;-0.18
0.53;-0.16
0.55;-0.16
0.55;-0.18
0.57;-0.2
0.55;-0.18
0.55;-0.18
0.55;-0.18
0.55;-0.18
0.55;-0.2
0.57;-0.2
0.57;-0.2
0.57;-0.2
0.57;-0.2
0.57;-0.2
0.55;-0.2
0.57;-0.22
0.57;-0.2
0.57;-0.24
0.55;-0.2
0.55;-0.22
0.57;-0.22
0.55;-0.22
0.57;-0.22
0.55;-0.22
0.57;-0.24
0.55;-0.24
0.55;-0.24
0.55;-0.24
0.55;-0.24
0.57;-0.22
0.55;-0.24
0.55;-0.24
0.55;-0.28
0.57;-0.24
0.55;-0.26
0.55;-0.26
0.55;-0.26
0.55;-0.26
0.55;-0.26
0.57;-0.26
0.55;-0.3
0.55;-0.26
0.53;-0.28
0.55;-0.28
0.57;-0.28
0.57;-0.3
0.57;-0.3
0.55;-0.28
0.57;-0.3
0.55;-0.3
0.55;-0.3
0.55;-0.3
0.57;-0.3
0.55;-0.3
0.55;-0.3
0.57;-0.3
0.55;-0.3
0.53;-0.3
0.55;-0.3
0.55;-0.3
0.57;-0.32
0.55;-0.32
0.57;-0.34
0.55;-0.32
0.57;-0.32
0.59;-0.32
0.55;-0.34
0.55;-0.34
0.55;-0.36
0.59;-0.34
0.57;-0.34
0.55;-0.34
0.55;-0.34
0.55;-0.36
0.57;-0.34
0.55;-0.38
0.55;-0.36
0.53;-0.38
0.55;-0.36
0.57;-0.38
0.57;-0.38
0.53;-0.38
0.55;-0.38
0.55;-0.38
0.55;-0.38
0.57;-0.38
0.57;-0.38
0.57;-0.38
0.57;-0.38
0.57;-0.38
0.55;-0.4
0.57;-0.38
0.55;-0.4
0.55;-0.38
0.55;-0.42
0.57;-0.44
0.53;-0.38
0.57;-0.42
0.59;-0.42
0.55;-0.42
0.57;-0.44
0.55;-0.42
0.55;-0.42
0.55;-0.42
0.55;-0.42
0.55;-0.42
0.57;-0.44
0.55;-0.46
0.55;-0.44
0.57;-0.42
0.53;-0.46
0.57;-0.44
0.55;-0.44
0.55;-0.44
0.57;-0.44
0.55;-0.46
0.57;-0.46
0.57;-0.46
0.53;-0.48
0.55;-0.48
0.55;-0.46
0.57;-0.46
0.55;-0.48
0.55;-0.5
0.59;-0.46
0.57;-0.48
0.55;-0.48
0.57;-0.48
0.55;-0.48
0.55;-0.46
0.57;-0.5
0.57;-0.5
0.55;-0.52
0.55;-0.5
0.57;-0.5
0.53;-0.48
0.55;-0.5
0.55;-0.5
0.55;-0.48
0.55;-0.52
0.55;-0.5
0.57;-0.52
0.55;-0.5
0.53;-0.52
0.55;-0.52
0.57;-0.54
0.55;-0.52
0.57;-0.52
0.55;-0.52
0.55;-0.52
0.55;-0.54
0.57;-0.54
0.55;-0.54
0.57;-0.54
0.55;-0.56
0.55;-0.52
0.55;-0.54
0.55;-0.52
0.53;-0.56
0.57;-0.56
0.55;-0.54
0.57;-0.54
0.55;-0.58
0.55;-0.58
0.55;-0.6
0.55;-0.58
0.57;-0.58
0.55;-0.58
0.57;-0.58
0.55;-0.56
0.53;-0.58
0.55;-0.58
0.57;-0.56
0.55;-0.58
0.57;-0.58
0.57;-0.6
0.57;-0.58
0.55;-0.58
0.55;-0.58
0.55;-0.6
0.55;-0.58
0.55;-0.6
0.55;-0.6
0.55;-0.58
0.55;-0.6
0.57;-0.6
0.55;-0.6
0.57;-0.6
0.55;-0.64
0.55;-0.6
0.55;-0.62
0.57;-0.6
0.59;-0.64
0.55;-0.62
0.55;-0.62
0.57;-0.62
0.53;-0.62
0.55;-0.6
0.55;-0.64
0.55;-0.64
0.57;-0.64
0.55;-0.64
0.57;-0.62
0.55;-0.66
0.55;-0.66
0.57;-0.64
0.57;-0.62
0.55;-0.66
0.55;-0.64
0.55;-0.64
0.55;-0.66
0.55;-0.64
0.55;-0.64
0.55;-0.64
0.55;-0.66
0.55;-0.68
0.57;-0.68
0.53;-0.68
0.57;-0.66
0.57;-0.68
0.55;-0.68
0.55;-0.68
0.55;-0.66
0.55;-0.68
0.55;-0.68
0.55;-0.68
0.55;-0.68
0.57;-0.7
0.55;-0.68
0.55;-0.68
0.55;-0.66
0.53;-0.7
0.57;-0.68
0.55;-0.7
0.55;-0.7
0.55;-0.72
0.53;-0.7
0.53;-0.68
0.53;-0.72
0.55;-0.7
0.55;-0.72
0.55;-0.72
0.55;-0.72
